Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Direction [deg](Hourly),heating,cooling,fans,humid
 01/01  01:00:00,5.2875,5.100859469,92.75,0.005371183,4.458333333,220,0.990460762,0,0.182186295,0
 01/01  02:00:00,1.7625,1.29395064,91.5,0.003946277,1.933333333,220,1.422778845,0,0.247330844,0
 01/01  03:00:00,0.575,0.27680586,94.25,0.003731003,1.958333333,220,1.630153021,0,0.28562162,0
 01/01  04:00:00,-0.2375,-0.425502497,96.25,0.003581431,1.85,231.6666667,2.415805146,0,0.298181491,0
 01/01  05:00:00,-0.6875,-0.808132854,97.625,0.003496606,2.683333333,234.1666667,2.6778715,0,0.298136759,0
 01/01  06:00:00,-0.9875,-1.083434868,98,0.003423028,2.808333333,230,2.29268538,0,0.292786848,0
 01/01  07:00:00,0.2125,-0.4048082,90.5,0.003466117,1.666666667,177.5,2.542637695,0,0.299080598,0
 01/01  08:00:00,0.8125,0.244389689,90.375,0.00361994,1,157.5,2.761882112,0,0.303576134,0.499505225
 01/01  09:00:00,0.6375,0.338309749,94.875,0.003756419,0.416666667,70.83333333,2.940577836,0,0.303576134,0.464436755
 01/01  10:00:00,1.7875,1.286307484,92.875,0.003987241,1.516666667,272.5,2.717102584,0,0.303576134,0.069762612
 01/01  11:00:00,4.5,3.548013014,87.875,0.004567215,2.6,204.1666667,1.407596828,0,0.232696351,0
 01/01  12:00:00,7.075,5.642859502,82.25,0.005134361,4.408333333,205.8333333,0.973634262,0,0.213156169,0
 01/01  13:00:00,8.4,6.79902394,80.625,0.005525108,6.575,215.8333333,1.024692516,0,0.2241015,0
 01/01  14:00:00,8.825,7.256622515,81,0.005734645,7.2,214.1666667,0.77727366,0,0.162966075,0
 01/01  15:00:00,8.8375,7.279443884,81,0.005750172,8.075,204.1666667,0.877162507,0,0.185399836,0
 01/01  16:00:00,8.8625,7.294404404,81,0.005762512,8.116666667,200,1.06888202,0,0.231871465,0
 01/01  17:00:00,8.775,7.418117509,83.5,0.00590897,8.633333333,200,0.828366543,0,0.172906977,0
 01/01  18:00:00,8.575,7.50973784,86.875,0.006082394,9.3,200,0.945041549,0,0.201744204,0
 01/01  19:00:00,8.5,7.769683608,91.125,0.006350553,8.95,200,1.011626025,0,0.221047443,0
 01/01  20:00:00,8.375,7.87106933,93.625,0.006497024,9.341666667,200,0.815687123,0,0.173569745,0
 01/01  21:00:00,8.3,7.915631542,95.25,0.00658777,10.675,200,0.924709487,0,0.198186464,0
 01/01  22:00:00,8.425,8.237509266,97.875,0.006835967,10.71666667,205.8333333,1.056132955,0,0.23045706,0
 01/01  23:00:00,8.8125,8.616432763,97.75,0.007026635,11.46666667,215.8333333,0.855863767,0,0.178989104,0
 01/01  24:00:00,9.375,9.199291945,98.25,0.007333403,10.55,220,0.792224234,0,0.163437031,0
 01/02  01:00:00,10.1,9.982345135,99,0.007773386,8.95,225.8333333,0.889943348,0,0.203183656,0
 01/02  02:00:00,11.025,10.69143634,96.5,0.008074731,7.533333333,230,0.48977096,0,0.12677397,0
 01/02  03:00:00,11.525,11.0717136,95,0.00822382,7.866666667,230,0.473418781,0,0.123380205,0
 01/02  04:00:00,11.725,11.21619638,94.375,0.008277896,8.7,224.1666667,0.503111858,0,0.128208531,0
 01/02  05:00:00,11.8625,11.10467451,91.5,0.008106611,7.825,225.8333333,0.549503646,0,0.139496503,0
 01/02  06:00:00,11.65,10.65913947,88.75,0.007753587,7.491666667,230,0.612470756,0,0.154844131,0
 01/02  07:00:00,11.625,10.37299225,86.125,0.007494977,7.408333333,230,0.384387743,0,0.108154326,0
 01/02  08:00:00,11.5125,10.33151845,86.875,0.007485063,7.2,230,0.665931314,0,0.16690443,0
 01/02  09:00:00,11.275,10.05406633,86.125,0.007323684,7.491666667,218.3333333,0.725479705,0,0.177427243,0
 01/02  10:00:00,11.45,10.08306469,85,0.007287884,7.116666667,210,0.574879554,0,0.145988665,0
 01/02  11:00:00,11.2875,10.22925609,88.125,0.007473818,6.7,215.8333333,0.575089214,0,0.1463854,0
 01/02  12:00:00,11.1,10.47662648,93.125,0.007799981,7.283333333,214.1666667,0.740627136,0,0.180317152,0
 01/02  13:00:00,11.6625,11.02034878,93.125,0.008112277,8.925,221.6666667,0.502935013,0,0.12975015,0
 01/02  14:00:00,12,11.27413626,92,0.008205665,9.8,230,0.536647641,0,0.137156347,0
 01/02  15:00:00,12,10.95067424,88.25,0.007884917,8.866666667,224.1666667,0.684698329,0,0.169142834,0
 01/02  16:00:00,11.5,10.21748961,85.375,0.007371103,7.908333333,225.8333333,0.415659667,0,0.113554689,0
 01/02  17:00:00,10.5125,9.60769119,89.375,0.007200241,7.116666667,224.1666667,0.595661653,0,0.150962716,0
 01/02  18:00:00,9.7875,9.282265999,93.875,0.007208342,5.766666667,220,0.755007403,0,0.168655627,0
 01/02  19:00:00,9.6625,8.994268018,91.875,0.007003015,5.1,243.3333333,0.44321084,0,0.09213304,0
 01/02  20:00:00,9.075,8.145828265,88.125,0.006465341,5.45,248.3333333,0.694878392,0,0.153035147,0
 01/02  21:00:00,8.45,7.510760556,88.25,0.006172514,4.766666667,234.1666667,0.758589602,0,0.168771048,0
 01/02  22:00:00,8.05,7.145579446,88.375,0.006017007,4.1,224.1666667,0.498845822,0,0.104912667,0
 01/02  23:00:00,7.775,6.978184173,89.875,0.005984138,3.808333333,225.8333333,0.735239703,0,0.161686098,0
 01/02  24:00:00,8.1375,7.158369695,87.875,0.006001476,4.825,230,0.713258336,0,0.154709559,0
 01/03  01:00:00,7.7125,6.748089488,87.25,0.005795002,4.475,230,0.622597917,0,0.13102256,0
 01/03  02:00:00,6.8625,5.754206221,84.875,0.005322738,3.891666667,230,0.674687659,0,0.143213574,0
 01/03  03:00:00,5.725,4.452238342,81.75,0.004734388,4.391666667,230,0.866603763,0,0.189919456,0
 01/03  04:00:00,5.5125,4.200526446,82.25,0.004653876,3.725,224.1666667,0.963446958,0,0.214531761,0
 01/03  05:00:00,5.6375,4.662570327,86.75,0.004952221,2.808333333,208.3333333,0.745498295,0,0.160350825,0
 01/03  06:00:00,5.5375,4.876734535,90.875,0.005161417,2.6,200,0.740059067,0,0.159352311,0
 01/03  07:00:00,6.375,5.460218274,88.25,0.005311163,3.183333333,205.8333333,1.005578504,0,0.224488193,0
 01/03  08:00:00,6.9625,5.843994027,85.375,0.005359022,3.891666667,210,1.008904755,0,0.224465487,0
 01/03  09:00:00,7,5.806289312,84.375,0.005307951,3.516666667,204.1666667,1.014501557,0,0.225445142,0
 01/03  10:00:00,7.0625,5.69217051,82.125,0.00518921,3.1,200,0.706008839,0,0.149551293,0
 01/03  11:00:00,7.6,5.979076531,79.75,0.005215387,3.1,205.8333333,0.946853353,0,0.209928508,0
 01/03  12:00:00,8.0875,6.435720424,79.625,0.00539043,3.1,204.1666667,0.865129314,0,0.1916966,0
 01/03  13:00:00,8.2625,6.495459827,78.125,0.005373733,3.1,188.3333333,0.551071868,0,0.11553685,0
 01/03  14:00:00,8.55,6.941514956,80.75,0.005638352,4.266666667,174.1666667,0.768654584,0,0.167231663,0
 01/03  15:00:00,8.7,7.258443134,82.375,0.00584575,5.45,175.8333333,0.827133422,0,0.18009174,0
 01/03  16:00:00,8.575,7.306433978,84.5,0.005943762,5.058333333,180,0.634293449,0,0.132317267,0
 01/03  17:00:00,8.5625,7.565106759,87.875,0.006183082,5.241666667,180,0.782449072,0,0.168264096,0
 01/03  18:00:00,8.725,7.820991442,89,0.006342931,6.866666667,191.6666667,0.924490703,0,0.202575115,0
 01/03  19:00:00,6.8,6.050547724,88.375,0.00558098,5.308333333,217.5,0.681585102,0,0.146794214,0
 01/03  20:00:00,5.1625,4.378497035,88.625,0.004937422,3.891666667,224.1666667,0.957295251,0,0.19943908,0
 01/03  21:00:00,4.4,3.755132785,90.25,0.004762922,3.808333333,208.3333333,1.683069707,0,0.285782701,0
 01/03  22:00:00,3.85,3.300786077,91.625,0.004645392,3.6,194.1666667,1.321221019,0,0.222247268,0
 01/03  23:00:00,3.825,3.240865124,91.375,0.004618464,3.016666667,190,1.359292398,0,0.224471303,0
 01/03  24:00:00,3.9625,3.430218681,92.25,0.004703744,2.6,190,1.936905427,0,0.303576134,0
 01/04  01:00:00,3.5625,3.049496217,91.75,0.004566982,2.6,195.8333333,1.43129249,0,0.238573165,0
 01/04  02:00:00,3.9875,3.29457504,90.375,0.004608942,2.891666667,200,1.453789535,0,0.241406589,0
 01/04  03:00:00,4.5875,3.635338081,86.25,0.004608496,2.808333333,200,1.398310413,0,0.234572806,0
 01/04  04:00:00,4.2,3.294969364,86.5,0.004489955,3.475,194.1666667,1.793677462,0,0.26431225,0
 01/04  05:00:00,2.9625,2.319865684,89.25,0.00425827,3.516666667,190,2.248859444,0,0.298460649,0
 01/04  06:00:00,2.025,1.572983191,92.5,0.004109346,2.808333333,195.8333333,1.663245725,0,0.283544914,0
 01/04  07:00:00,2.55,1.857649042,89.625,0.004129892,2.891666667,205.8333333,2.096363279,0,0.291980282,0
 01/04  08:00:00,3.0625,1.900652594,82,0.003934197,3.391666667,204.1666667,2.387555019,0,0.303576134,0.932019059
 01/04  09:00:00,3.1,1.835318608,80.875,0.003867454,3.308333333,194.1666667,2.302570663,0,0.303576134,0.809919646
 01/04  10:00:00,4.475,2.843088548,77.625,0.004083527,3.975,190,1.591115338,0,0.285984852,0.301158564
 01/04  11:00:00,5.8625,4.196688912,78.125,0.004521591,5.533333333,195.8333333,0.838432377,0,0.181507444,0.021731081
 01/04  12:00:00,5.575,4.28674445,81.875,0.004672046,6.491666667,223.3333333,1.052644764,0,0.233869573,0
 01/04  13:00:00,5.5125,4.262164737,83,0.004698324,4.891666667,234.1666667,1.044414451,0,0.235948678,0
 01/04  14:00:00,6.1375,4.62642495,79.875,0.00472843,4.825,230,0.750305915,0,0.16237146,0
 01/04  15:00:00,6.4625,4.523509571,74.25,0.004502651,5.35,230,0.731964789,0,0.15963327,0.088490636
 01/04  16:00:00,5.875,3.922065325,73.25,0.004253963,4.808333333,224.1666667,0.961530496,0,0.217032366,0.20928887
 01/04  17:00:00,5.1875,3.203642412,72.125,0.003996343,4.891666667,225.8333333,0.867573383,0,0.183220202,0.364704106
 01/04  18:00:00,4.5,2.367555117,69.125,0.003650515,4.808333333,218.3333333,1.312575644,0,0.253599815,0.63103095
 01/04  19:00:00,3.1375,1.548830654,75.5,0.003592753,3.725,215.8333333,1.583702169,0,0.300951448,0.612958311
 01/04  20:00:00,2.8125,1.383240536,78.125,0.003641685,3.683333333,214.1666667,1.584303608,0,0.288544519,0.854971874
 01/04  21:00:00,3,1.457210714,76.375,0.003607262,4.683333333,215.8333333,1.241938394,0,0.230337262,1.143172892
 01/04  22:00:00,2.8125,1.420878186,78.5,0.003650593,4.516666667,225.8333333,1.980997115,0,0.303576134,0
 01/04  23:00:00,2.5125,1.399132113,82.5,0.003756714,3.516666667,224.1666667,1.874978396,0,0.293478472,0
 01/04  24:00:00,2.525,1.574513065,85.25,0.003884883,3.391666667,208.3333333,1.49760846,0,0.264441039,0
 01/05  01:00:00,2.85,1.855728802,84.75,0.003960295,3.016666667,205.8333333,1.53305735,0,0.269168271,0
 01/05  02:00:00,3.875,2.619303512,82.125,0.004119225,3.183333333,210,2.020526798,0,0.290302492,0
 01/05  03:00:00,5.775,4.341727687,81.625,0.004669206,4.825,204.1666667,1.171547093,0,0.227555628,0
 01/05  04:00:00,6.725,5.709684382,87,0.005338673,5.991666667,200,0.907268742,0,0.192758461,0
 01/05  05:00:00,7.2375,6.441164988,90,0.005749316,7.075,188.3333333,0.924645463,0,0.195300123,0
 01/05  06:00:00,7.875,6.829057328,86.875,0.005826829,8.283333333,180,1.062696212,0,0.227906005,0
 01/05  07:00:00,8.0375,6.938902849,86.25,0.005856467,9.633333333,174.1666667,1.199389634,0,0.261232263,0
 01/05  08:00:00,8,7.247089787,90.75,0.006148941,10.59166667,175.8333333,1.120576735,0,0.241183764,0
 01/05  09:00:00,8.3125,7.685243672,92.375,0.00642067,11.09166667,191.6666667,1.120852022,0,0.238739726,0
 01/05  10:00:00,7.4375,6.382147687,85.125,0.005641139,8.033333333,211.6666667,1.136528969,0,0.249646406,0
 01/05  11:00:00,7.8625,6.085837529,78.5,0.005268781,5.991666667,225.8333333,0.868516279,0,0.193123787,0
 01/05  12:00:00,8.5625,6.314405859,72.625,0.005144528,6.783333333,230,0.557794633,0,0.118107337,0
 01/05  13:00:00,8.7875,6.053849938,67.5,0.004847127,7.783333333,230,0.728083761,0,0.158480189,0
 01/05  14:00:00,8.4,5.500557418,64.75,0.004539079,7.908333333,230,0.74738917,0,0.166439575,0
 01/05  15:00:00,8.1625,5.284561149,65.25,0.004476536,8.283333333,230,0.510684846,0,0.107272024,0
 01/05  16:00:00,7.2625,4.946662515,70.375,0.004546579,7.533333333,230,0.720581298,0,0.157771386,0
 01/05  17:00:00,4.825,3.428500603,79.25,0.004338113,7.575,247.5,1.329675635,0,0.258875108,0
 01/05  18:00:00,3.6375,2.575530521,84.25,0.004227133,6.391666667,265.8333333,1.214596381,0,0.213401595,0
 01/05  19:00:00,3.9125,2.341925739,76.875,0.003953842,6.325,252.5,1.385616278,0,0.257626263,0
 01/05  20:00:00,4.475,2.218753795,68.25,0.003637174,7.2,240,1.486235811,0,0.291937671,0
 01/05  21:00:00,4.6375,2.208594403,66,0.003552119,7.491666667,240,1.380851679,0,0.274827529,0
 01/05  22:00:00,4.6,1.953510675,62.875,0.003386344,8.925,240,1.164842306,0,0.230690932,0
 01/05  23:00:00,4.7875,1.90832025,60.375,0.003281992,9.508333333,240,1.762667475,0,0.294908286,0
 01/05  24:00:00,4.8375,1.980245847,60.625,0.003305154,9.883333333,240,1.792456454,0,0.297579803,0
 01/06  01:00:00,4.8,1.975134014,61,0.00331831,10.00833333,240,1.387058795,0,0.277762339,0
 01/06  02:00:00,4.8625,2.070650116,61.625,0.003364001,9.508333333,240,1.398961738,0,0.278387193,0
 01/06  03:00:00,4.9625,2.191398805,62,0.003408681,9.591666667,240,1.427611956,0,0.282481344,0
 01/06  04:00:00,5.125,2.109002029,58.875,0.003280126,10.09166667,245.8333333,1.360768324,0,0.292348384,0
 01/06  05:00:00,5.075,1.920849293,57,0.003155443,9.716666667,250,1.161535591,0,0.25260748,0
 01/06  06:00:00,4.5625,1.756978304,60.75,0.003233628,8.366666667,250,1.279273181,0,0.258630186,0
 01/06  07:00:00,4.05,1.690453543,66.125,0.003393798,6.825,244.1666667,1.814327389,0,0.288303779,0
 01/06  08:00:00,3.775,1.585231426,68,0.003431259,6.783333333,240,2.192428026,0,0.303576134,0
 01/06  09:00:00,3.8875,1.502872846,65.5,0.00333023,6.616666667,240,2.091984486,0,0.303576134,0
 01/06  10:00:00,4.75,1.900991909,60.875,0.003278598,6.783333333,245.8333333,1.347201919,0,0.278581058,0
 01/06  11:00:00,5.825,2.60038558,57.75,0.003346625,7.2,250,0.897837195,0,0.203681612,0
 01/06  12:00:00,6.95,3.500368474,57,0.003563267,7.2,244.1666667,0.521068867,0,0.112360345,0
 01/06  13:00:00,7.65,4.082452172,56.375,0.003708336,6.616666667,240,0.589604067,0,0.13145152,0
 01/06  14:00:00,7.8,4.390382389,58.5,0.003881601,5.908333333,234.1666667,0.650990539,0,0.147669977,0
 01/06  15:00:00,7.55,4.869046727,66.875,0.004353289,4.475,218.3333333,0.578300014,0,0.124843367,0
 01/06  16:00:00,7.0875,5.487954031,79.75,0.005036705,4.183333333,210,0.667464626,0,0.14319068,0
 01/06  17:00:00,7.2125,5.79999102,81.875,0.005260903,5.533333333,204.1666667,0.952793159,0,0.212051045,0
 01/06  18:00:00,7.525,6.034168438,81.25,0.005325947,6.783333333,200,0.847611933,0,0.185244925,0
 01/06  19:00:00,7.9125,6.550730033,83.25,0.005607225,7.2,200,0.705013392,0,0.149762879,0
 01/06  20:00:00,8.1,6.959374375,85.875,0.005868216,6.616666667,205.8333333,0.922860246,0,0.203658631,0
 01/06  21:00:00,8.0375,7.099438757,88.25,0.006010996,5.558333333,204.1666667,0.865084104,0,0.191790212,0
 01/06  22:00:00,7.6875,6.936666723,90.25,0.006009214,3.933333333,194.1666667,0.556955081,0,0.118562788,0
 01/06  23:00:00,7.5625,6.994415904,92.875,0.006123381,3.1,190,0.694389358,0,0.151692297,0
 01/06  24:00:00,7.6625,7.190551181,94,0.006252205,3.1,195.8333333,0.796091324,0,0.175354941,0
 01/07  01:00:00,7.5125,6.968128842,92.75,0.00612125,3.391666667,200,0.637093157,0,0.134370099,0
 01/07  02:00:00,7.5875,6.997297124,92.625,0.006128212,3.891666667,200,0.679449064,0,0.143154813,0
 01/07  03:00:00,8.075,7.448429675,92.375,0.006324193,5.033333333,205.8333333,0.713916436,0,0.149586386,0
 01/07  04:00:00,8.3,7.659114864,92,0.006410789,5.991666667,215.8333333,0.962321092,0,0.209564333,0
 01/07  05:00:00,7.3,6.565824006,89.5,0.00586194,5.558333333,220,0.777539049,0,0.165128622,0
 01/07  06:00:00,6.45,5.341786868,84.875,0.005217753,5.45,220,0.776253551,0,0.165458014,0
 01/07  07:00:00,6.1125,4.945338935,84.25,0.005035865,5.7,225.8333333,1.033211965,0,0.230042182,0
 01/07  08:00:00,5.625,4.598053569,85.625,0.004949504,5.058333333,230,1.07183061,0,0.241401606,0.05460338
 01/07  09:00:00,5.15,3.610986771,77.875,0.004378595,4.891666667,235.8333333,1.153278073,0,0.25145373,0.486079694
 01/07  10:00:00,5.4375,3.564059526,74.875,0.004238562,4.516666667,245.8333333,0.622619816,0,0.134243592,0.241079079
 01/07  11:00:00,6.3875,4.203159062,71.625,0.004343791,5.033333333,244.1666667,0.730333491,0,0.166730798,0.183827144
 01/07  12:00:00,7.2375,4.471260047,65.25,0.004194399,5.991666667,240,0.629796628,0,0.144077484,0.485052635
 01/07  13:00:00,7.75,4.379128364,58.625,0.003907417,6.783333333,245.8333333,0.321747192,0,0.069870062,1.018308683
 01/07  14:00:00,7.9625,4.116545709,53.5,0.003613243,6.616666667,238.3333333,0.354787496,0,0.078633681,1.470059694
 01/07  15:00:00,7.625,4.360326517,60.125,0.003930092,6.2,224.1666667,0.680509139,0,0.154083338,0.878433015
 01/07  16:00:00,7.5875,4.855141427,66.25,0.004349809,6.783333333,220,0.638696127,0,0.13812057,0.307946457
 01/07  17:00:00,6.575,5.232542757,82.625,0.005026187,8.075,225.8333333,0.764109383,0,0.164565276,0
 01/07  18:00:00,6.4625,5.518479576,87.625,0.005347806,8.116666667,224.1666667,1.036469422,0,0.231735504,0
 01/07  19:00:00,6.6125,5.173366476,80.625,0.004989588,6.533333333,220,0.863538191,0,0.192388514,0
 01/07  20:00:00,6.125,4.546658275,78.625,0.004683817,5.991666667,225.8333333,0.624181493,0,0.133541739,0.019104088
 01/07  21:00:00,5.8375,4.28992166,79,0.00460668,4.975,224.1666667,0.939156555,0,0.212377081,0.234420716
 01/07  22:00:00,5.9875,4.548030351,80.875,0.004753883,4.1,220,0.895462293,0,0.202385416,0
 01/07  23:00:00,6.1625,4.682488271,80.125,0.00478448,3.808333333,214.1666667,0.640317966,0,0.136967516,0
 01/07  24:00:00,6.0125,4.594748667,80.875,0.004769872,3.6,210,0.751152401,0,0.162716234,0
 01/08  01:00:00,5.9,4.833765521,85.75,0.005009116,3.308333333,215.8333333,1.00186828,0,0.224828622,0
 01/08  02:00:00,5.025,4.190048851,87.375,0.004839752,3.391666667,220,1.046210144,0,0.193053922,0
 01/08  03:00:00,4.25,3.413804882,87.625,0.004575903,3.6,220,1.418684229,0,0.237826035,0
 01/08  04:00:00,4.1625,3.539369433,91.125,0.004715279,3.308333333,214.1666667,1.494146751,0,0.245817196,0
 01/08  05:00:00,4.825,4.212557407,91.75,0.004978127,3.391666667,204.1666667,1.383527775,0,0.248599528,0
 01/08  06:00:00,4.8875,4.276327034,91,0.004973215,3.891666667,211.6666667,1.756646905,0,0.28587211,0
 01/08  07:00:00,5.1375,4.176803861,86.625,0.004812173,4.1,220,1.02891318,0,0.197616015,0
 01/08  08:00:00,5.15,4.022998569,84,0.004669785,3.516666667,208.3333333,1.206678974,0,0.250907117,0.304036308
 01/08  09:00:00,5.5,4.222675784,82.75,0.004702161,2.808333333,205.8333333,1.115100121,0,0.251273997,0.141812641
 01/08  10:00:00,6.3,4.919421815,82,0.004922299,2.6,204.1666667,1.066692651,0,0.238600891,0
 01/08  11:00:00,6.6625,5.560527214,85.75,0.005278612,4.408333333,205.8333333,0.952175864,0,0.207633144,0
 01/08  12:00:00,7.2,6.242763526,88,0.005635191,6.866666667,204.1666667,0.991219869,0,0.21292298,0
 01/08  13:00:00,7.3125,6.348982888,87.375,0.005667721,7.991666667,200,1.194675337,0,0.262528897,0
 01/08  14:00:00,7.1375,6.320646049,89.5,0.00573502,8.2,194.1666667,1.010776463,0,0.216937198,0
 01/08  15:00:00,7.6625,7.013082849,92.25,0.006136427,8.491666667,190,0.965716837,0,0.204670786,0
 01/08  16:00:00,8.375,7.882977522,94.25,0.006600347,9.633333333,195.8333333,1.190571102,0,0.258428102,0
 01/08  17:00:00,8.9125,8.483509643,95,0.006921654,11.175,200,0.958727787,0,0.200170617,0
 01/08  18:00:00,9.35,8.967334013,95.625,0.007188252,11.8,200,0.996677354,0,0.210436252,0
 01/08  19:00:00,9.5625,9.175171148,95.375,0.007293418,12.09166667,205.8333333,1.059220299,0,0.227994634,0
 01/08  20:00:00,9.725,9.097651581,92.5,0.00715596,12.65,215.8333333,0.870954809,0,0.181819927,0
 01/08  21:00:00,8.8,7.545295628,83.5,0.006116654,11.675,220,0.934043501,0,0.19896481,0
 01/08  22:00:00,7.2,4.814882673,68.375,0.004495197,9.575,243.3333333,1.021972496,0,0.226368575,0
 01/08  23:00:00,6.1,3.45579907,65.125,0.003883931,7.533333333,254.1666667,0.747025766,0,0.161386601,0
 01/08  24:00:00,5.175,2.887687052,68.25,0.00382223,6.408333333,250,0.874369124,0,0.178699853,0
 01/09  01:00:00,4.3,2.403905884,72.75,0.003814671,4.975,244.1666667,1.651895041,0,0.303576134,0
 01/09  02:00:00,3.8125,2.318787307,78.125,0.003951715,3.808333333,234.1666667,1.308532249,0,0.236252609,0
 01/09  03:00:00,3.5125,2.261792066,81.25,0.004027106,3.308333333,224.1666667,1.370974343,0,0.242810775,0
 01/09  04:00:00,3.025,1.984551686,83.875,0.00401613,2.166666667,202.5,1.417352643,0,0.249356189,0
 01/09  05:00:00,2.8,1.82862593,85,0.004004594,2.725,207.5,1.681136759,0,0.269723927,0
 01/09  06:00:00,3.3,2.078509301,81.875,0.003996499,3.016666667,208.3333333,2.250765679,0,0.303576134,0
 01/09  07:00:00,4.725,2.900901612,75,0.004043929,3.183333333,200,1.304415102,0,0.235972866,0
 01/09  08:00:00,6.025,3.837952991,71.375,0.004211736,4.475,194.1666667,1.006572355,0,0.221886641,0.639434642
 01/09  09:00:00,6.9625,4.900169552,74.125,0.004656628,5.741666667,195.8333333,1.158976772,0,0.256259926,0.211209038
 01/09  10:00:00,7.3625,5.750386376,79.75,0.005161268,6.783333333,200,1.145101534,0,0.252018236,0
 01/09  11:00:00,7.275,5.972349444,83.25,0.00537631,7.783333333,205.8333333,1.047980039,0,0.229743954,0
 01/09  12:00:00,8.1375,6.600350483,81.5,0.005569848,7.616666667,227.5,0.625819947,0,0.131354138,0
 01/09  13:00:00,9.325,7.2947512,76.25,0.005657039,7.491666667,240,0.792584756,0,0.174426021,0
 01/09  14:00:00,9.95,7.250340178,69,0.00535368,7.7,234.1666667,0.532220133,0,0.127472954,0
 01/09  15:00:00,9.7875,6.887834819,66.625,0.005097447,6.825,224.1666667,0.459673926,0,0.1007764,0
 01/09  16:00:00,9.5375,7.364940891,75.125,0.005612739,6.2,214.1666667,0.796618185,0,0.172949037,0
 01/09  17:00:00,9.5625,7.960087369,81.25,0.006127809,6.2,204.1666667,0.734625311,0,0.157902021,0
 01/09  18:00:00,9.475,8.510287232,88.875,0.006659825,7.658333333,200,0.59216168,0,0.122530316,0
 01/09  19:00:00,9.7125,8.904544749,90.5,0.006938749,9.633333333,200,0.901621513,0,0.195721957,0
 01/09  20:00:00,9.525,8.822910826,91.5,0.006930432,10.59166667,200,0.914891638,0,0.198499945,0
 01/09  21:00:00,9.3,8.865576599,94.875,0.00707919,11.09166667,200,0.686971483,0,0.142065436,0
 01/09  22:00:00,9.6125,9.208674779,95.375,0.007280089,10.71666667,205.8333333,0.898187784,0,0.193426454,0
 01/09  23:00:00,9.8625,9.436397609,95,0.007387925,10.88333333,204.1666667,0.840309588,0,0.178535888,0
 01/09  24:00:00,10.275,9.670518818,93.125,0.007452537,11.3,205.8333333,0.610767749,0,0.148501706,0
 01/10  01:00:00,10.6875,10.0802533,93.25,0.007671376,10.13333333,210,0.580992353,0,0.142790788,0
 01/10  02:00:00,11.05,10.55729527,94.625,0.007978438,8.95,221.6666667,0.782516951,0,0.186727794,0
 01/10  03:00:00,10.7625,10.15117772,92.5,0.007682294,7.533333333,230,0.469957252,0,0.12355824,0
 01/10  04:00:00,10.125,9.327819632,90.375,0.007171483,6.408333333,224.1666667,0.493298961,0,0.124484608,0
 01/10  05:00:00,9.65,8.971527998,91.875,0.007038528,6.491666667,214.1666667,0.641698906,0,0.132339484,0
 01/10  06:00:00,9.1875,8.237714117,88,0.006561285,5.766666667,210,0.807062854,0,0.173937096,0
 01/10  07:00:00,8.625,7.226509594,82.5,0.00589687,6.616666667,210,0.87007592,0,0.189700492,0
 01/10  08:00:00,8.7125,6.877584474,77.875,0.005572712,8.283333333,210,0.764456834,0,0.160700311,0
 01/10  09:00:00,8.775,6.230415636,69.125,0.004986119,9.633333333,227.5,1.072649188,0,0.232851444,0.027618818
 01/10  10:00:00,8.5125,5.600101428,65,0.004566352,9.075,228.3333333,1.048379948,0,0.22855353,0.170366646
 01/10  11:00:00,8.775,5.698064099,63.75,0.004548256,7.908333333,214.1666667,0.893522491,0,0.193958782,0.242477737
 01/10  12:00:00,9.1875,5.467907054,56.75,0.004184392,9.216666667,221.6666667,0.672990079,0,0.139397905,0.854777707
 01/10  13:00:00,8.55,4.863891891,56.125,0.003928573,9.075,230,0.951761214,0,0.20844454,1.109057225
 01/10  14:00:00,7.975,4.267821462,54.875,0.00370645,7.908333333,230,0.825148634,0,0.179911952,1.357046172
 01/10  15:00:00,7.65,3.768051871,52.375,0.003446635,6.825,230,0.65770818,0,0.138476533,1.504502443
 01/10  16:00:00,7.1875,3.88769014,58.875,0.003718455,5.558333333,230,0.89861126,0,0.198848386,0.980472803
 01/10  17:00:00,6.6875,3.925946521,64.25,0.003948174,4.4,230,0.867166711,0,0.192745445,0.630717135
 01/10  18:00:00,6.1875,3.639728065,66.25,0.003933232,3.141666667,206.6666667,0.621726129,0,0.13292551,0.566181738
 01/10  19:00:00,6.25,4.140064505,72.625,0.004306392,2.891666667,178.3333333,0.826265286,0,0.1855285,0.213542971
 01/10  20:00:00,7.025,5.173269897,76.625,0.004810064,3.1,181.6666667,0.832744319,0,0.187227079,0
 01/10  21:00:00,7.4,5.781841556,79.5,0.005128453,3.683333333,195.8333333,0.731491035,0,0.161163042,0
 01/10  22:00:00,7.2125,6.02615242,84.75,0.005402381,5.033333333,217.5,0.620316544,0,0.131260909,0
 01/10  23:00:00,5.9125,4.993299096,86.375,0.005076073,5.35,241.6666667,0.997365621,0,0.224512832,0
 01/10  24:00:00,4.8875,3.880993263,85.375,0.004642441,4.516666667,238.3333333,1.201624827,0,0.223805163,0
