Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Direction [deg](Hourly),heating,cooling,fans,humid
 02/27  04:00:00,7.6625,6.922479801,90.625,0.00599832,1.75,194.1666667,0.609456145,0,0.128406469,0
 02/27  05:00:00,8.325,7.516667261,90.375,0.006250723,2.725,190,0.620028894,0,0.129773734,0
 02/27  06:00:00,8.7,7.839403723,89.375,0.006362926,3.891666667,195.8333333,0.67408525,0,0.142136563,0
 02/27  07:00:00,8.6375,7.796394489,89.625,0.006352188,4.1,200,0.893714228,0,0.19641519,0
 02/27  08:00:00,8.725,7.90350108,90,0.006414935,3.808333333,200,0.852581342,0,0.187799105,0
 02/27  09:00:00,8.9875,8.154526125,90,0.006525334,3.6,200,0.597989047,0,0.12595644,0
 02/27  10:00:00,9.5375,8.522885315,88.125,0.006634509,4.183333333,194.1666667,0.760638636,0,0.165660309,0
 02/27  11:00:00,10.175,8.931030287,85.75,0.006740862,5.825,201.6666667,0.744310862,0,0.179601908,0
 02/27  12:00:00,10.4625,9.100691199,84.375,0.006768028,6.408333333,210,0.516577958,0,0.135548992,0
 02/27  13:00:00,10.5625,9.210979494,84.625,0.006827528,6.491666667,210,0.500263215,0,0.132623404,0
 02/27  14:00:00,10.6,9.287634273,85,0.006884869,5.766666667,210,0.586094636,0,0.154553565,0
 02/27  15:00:00,10.6,9.287386304,85,0.006887792,4.808333333,210,0.230909558,0,0.083950454,0
 02/27  16:00:00,10.85,9.404602296,83.75,0.006899624,4.6,210,0.261752424,0,0.089558868,0
 02/27  17:00:00,10.4375,9.041312327,83.625,0.006715396,4.891666667,215.8333333,0.563791603,0,0.150886247,0
 02/27  18:00:00,9.6625,8.584099992,87.125,0.006624021,5.1,220,0.512295236,0,0.10932565,0
 02/27  19:00:00,9.0875,8.19961965,89,0.006521719,4.225,220,0.553128793,0,0.120460634,0
 02/27  20:00:00,9.025,8.159890632,89.625,0.00651996,3.891666667,220,0.682148657,0,0.152302794,0
 02/27  21:00:00,8.35,7.784225177,92.5,0.006441428,3.808333333,214.1666667,0.511272857,0,0.110475027,0
 02/27  22:00:00,7.9625,7.439751708,93.375,0.006323327,3.6,210,0.608251298,0,0.133146587,0
 02/27  23:00:00,7.75,7.264774506,93.625,0.006251734,3.308333333,210,0.730212456,0,0.16211566,0
 02/27  24:00:00,7.5375,7.122061611,94.625,0.006221884,2.808333333,210,0.543009179,0,0.114652303,0
 02/28  01:00:00,7.4375,7.05599173,95,0.006206607,2.308333333,215.8333333,0.580784181,0,0.122680332,0
 02/28  02:00:00,7.5875,7.187425484,95,0.006264084,2.1,208.3333333,0.765902901,0,0.167505976,0
 02/28  03:00:00,7.8875,7.437029758,94.375,0.006355171,2.1,205.8333333,0.701705856,0,0.151440333,0
 02/28  04:00:00,7.9375,7.515870333,94.625,0.006395773,1.458333333,210,0.594799133,0,0.124987226,0
 02/28  05:00:00,7.9625,7.611415761,95.625,0.006471592,1.641666667,198.3333333,0.601516363,0,0.126362799,0
 02/28  06:00:00,8.0625,7.696893566,95.375,0.006504701,2.1,195.8333333,0.714532952,0,0.154189697,0
 02/28  07:00:00,7.975,7.636124789,95.625,0.006478807,2.1,194.1666667,0.854108853,0,0.18963349,0
 02/28  08:00:00,8.15,7.771015566,95.375,0.006531726,2.391666667,190,0.710592947,0,0.154002338,0
 02/28  09:00:00,8.425,7.923327954,93.75,0.006544325,2.891666667,195.8333333,0.749335574,0,0.161680983,0
 02/28  10:00:00,8.5,7.985181695,93.625,0.006561422,2.808333333,194.1666667,0.794051562,0,0.176171867,0
 02/28  11:00:00,9.0625,8.292349286,90.875,0.006616741,2.6,190,0.675264857,0,0.150547142,0
 02/28  12:00:00,9.775,8.721409287,87.75,0.006701548,3.183333333,207.5,0.316508266,0,0.072430524,0
 02/28  13:00:00,10.1875,8.853399426,84.5,0.006645686,3.6,208.3333333,0.360991137,0,0.112530608,0
 02/28  14:00:00,10.3625,8.724230766,81.125,0.006454476,3.6,211.6666667,0.36434732,0,0.114649287,0
 02/28  15:00:00,10.15,8.946717481,86.25,0.006729341,3.308333333,231.6666667,0.086157351,0,0.057777829,0
 02/28  16:00:00,10.5,9.241827005,85.625,0.0068708,2.808333333,222.5,0.272889579,0,0.095239991,0
 02/28  17:00:00,10.175,8.798685261,83.625,0.006568785,2.6,210,0.487044546,0,0.1285731,0
 02/28  18:00:00,8.8,7.744216618,86.5,0.006189233,1.375,210,0.346527443,0,0.072915593,0
 02/28  19:00:00,8.0125,7.259983308,90.5,0.006111816,1.433333333,233.3333333,0.58863619,0,0.132614883,0
 02/28  20:00:00,7.5875,6.941136019,91.375,0.006005668,1.75,255.8333333,0.654648218,0,0.14871214,0
 02/28  21:00:00,7.0875,6.376442137,90.375,0.005735293,2.433333333,265.8333333,0.434355511,0,0.093493211,0
 02/28  22:00:00,6.4625,5.657528963,88.75,0.005395499,2.166666667,264.1666667,0.660550427,0,0.148074771,0
 02/28  23:00:00,5.6375,4.548945081,84.25,0.004845886,1.5,260,0.74888671,0,0.169115944,0
 02/28  24:00:00,4.6125,3.108511772,77.625,0.004157095,1.5,242.5,0.852087726,0,0.157737423,0
 03/01  01:00:00,3.45,1.462587693,69.375,0.003426301,3.95,276.6666667,1.102270327,0,0.212774902,0
 03/01  02:00:00,2.3125,-0.137239913,62.25,0.00282774,5.991666667,310,1.942336507,0,0.288595485,0
 03/01  03:00:00,1.3375,-1.33223141,58.125,0.002453927,5.558333333,310,1.714211759,0,0.296826964,0
 03/01  04:00:00,0.5625,-2.065076937,57,0.002268048,5.1,310,1.574251689,0,0.292786848,0
 03/01  05:00:00,-0.0125,-2.445456846,58.875,0.002238997,3.933333333,304.1666667,1.6500496,0,0.292786848,0
 03/01  06:00:00,-0.575,-2.753041616,61.875,0.002248755,3.975,305.8333333,2.379798974,0,0.298181491,0
 03/01  07:00:00,-0.925,-2.869113271,65.5,0.002308401,4.891666667,310,3.141179689,0,0.303576134,0
 03/01  08:00:00,-0.8125,-2.757403197,65.75,0.002344018,4.808333333,315.8333333,2.841552428,0,0.303576134,0
 03/01  09:00:00,-0.0125,-2.337054998,61.25,0.002328295,4.891666667,325.8333333,2.022143029,0,0.303576134,0
 03/01  10:00:00,1.4,-1.589169895,54.625,0.002301102,6.325,330,1.277039928,0,0.289683628,0
 03/01  11:00:00,2.6875,-0.887664523,49.5,0.002286022,7.783333333,330,0.972188571,0,0.228155941,0
 03/01  12:00:00,2.725,-0.710665912,51.125,0.002360607,7.325,330,1.037829459,0,0.237365975,0
 03/01  13:00:00,2.875,-0.480523264,53,0.002474977,6.408333333,335.8333333,1.348164853,0,0.302123182,0
 03/01  14:00:00,3.6625,0.431163676,53.625,0.002644428,5.908333333,334.1666667,1.192627635,0,0.271855732,0
 03/01  15:00:00,4.1875,0.891355638,53.375,0.00273834,5.7,335.8333333,0.848595836,0,0.185442002,0
 03/01  16:00:00,4.7375,0.779000373,45.5,0.002443495,7.45,340,0.965192089,0,0.221826958,0
 03/01  17:00:00,4.625,0.663485583,45.375,0.002384552,8.116666667,340,1.19048505,0,0.282431316,0
 03/01  18:00:00,3.9,0.54645463,51.75,0.002588791,7.408333333,334.1666667,1.226896107,0,0.281986191,0
 03/01  19:00:00,3.85,0.347222276,49.625,0.002490513,6.616666667,335.8333333,0.937520719,0,0.211026011,0
 03/01  20:00:00,3.8125,0.299374335,49.5,0.002458811,5.266666667,334.1666667,1.178435761,0,0.27881774,0
 03/01  21:00:00,3.2625,-0.019543144,52.25,0.002501837,4.6,335.8333333,1.219676366,0,0.282706905,0
 03/01  22:00:00,2.375,-0.461263844,58.625,0.002621584,4.016666667,328.3333333,1.347363391,0,0.298285836,0
 03/01  23:00:00,1.4375,-0.916122815,63.25,0.002658682,3.6,320,1.19107878,0,0.249190103,0
 03/01  24:00:00,0.6625,-1.381148169,66.5,0.002638398,3.308333333,320,1.715109359,0,0.288456525,0
 03/02  01:00:00,0.3375,-1.75733808,64.875,0.002522569,4.266666667,325.8333333,2.605705573,0,0.302385663,0
 03/02  02:00:00,-0.075,-2.11748841,64.875,0.002435132,4.516666667,330,2.034476971,0,0.292786848,0
 03/02  03:00:00,-0.55,-2.33790223,68.5,0.002470575,3.225,324.1666667,2.060354411,0,0.292786848,0
 03/02  04:00:00,-0.825,-2.49858176,70,0.002472499,2.308333333,314.1666667,2.065298126,0,0.292786848,0
 03/02  05:00:00,-1.525,-2.979287761,72.5,0.002415383,2.1,310,2.750851931,0,0.298181491,0
 03/02  06:00:00,-2.2125,-3.41962798,76.5,0.002401565,2.1,304.1666667,3.196836558,0,0.301662757,0
 03/02  07:00:00,-2.65,-3.686430021,79.25,0.002400371,1.75,270.8333333,2.5169832,0,0.292786848,0
 03/02  08:00:00,-1.8625,-3.194551438,75.625,0.002440452,1.5,290.8333333,2.845226314,0,0.303576134,0
 03/02  09:00:00,0.0125,-1.968565301,67.375,0.00253204,1.208333333,302.5,1.605210053,0,0.292682773,0
 03/02  10:00:00,1.9875,-0.884970197,57.75,0.002514306,2.516666667,301.6666667,0.968414118,0,0.219676399,0
 03/02  11:00:00,3.825,0.421628635,52.125,0.002577378,3.016666667,310,0.703614761,0,0.16585761,0
 03/02  12:00:00,5.1875,1.134993288,45.375,0.002486428,3.475,275,0.498071354,0,0.117731061,0
 03/02  13:00:00,5.85,1.261133618,40.125,0.002297453,3.808333333,261.6666667,0.2,0,0.042857143,0
 03/02  14:00:00,6.3125,1.127854052,34,0.002022149,4.183333333,270,0.2,0,0.051848214,0
 03/02  15:00:00,5.625,0.901301,37.875,0.002111236,4.6,258.3333333,0.2,0,0.053646429,0
 03/02  16:00:00,5.1,0.80543766,42,0.002282087,4.6,250,0.2,0,0.044591057,0
 03/02  17:00:00,4.725,0.518275129,42,0.002229176,4.016666667,250,0.337276164,0,0.078213391,0
 03/02  18:00:00,3.875,0.223648695,47.625,0.00236469,3.308333333,238.3333333,0.741099033,0,0.178819984,0
 03/02  19:00:00,3.375,0.297274335,54.75,0.002630051,3.1,224.1666667,0.84642932,0,0.194837803,0
 03/02  20:00:00,3.2375,0.432594885,58.25,0.00277996,3.1,214.1666667,0.821103205,0,0.180940437,0
 03/02  21:00:00,3.2,0.412681566,58.375,0.002785371,2.808333333,215.8333333,0.716625804,0,0.15341509,0
 03/02  22:00:00,3.2,0.54443449,60.5,0.002880079,2.891666667,214.1666667,1.140522691,0,0.247674205,0
 03/02  23:00:00,3.1375,0.767689186,64.5,0.003062195,3.1,215.8333333,1.2570015,0,0.263144571,0
 03/02  24:00:00,2.5375,0.984704161,76,0.003446875,2.808333333,214.1666667,1.14183982,0,0.215317219,0
 03/03  01:00:00,2.2,1.068572357,82,0.003659174,2.6,210,1.363233914,0,0.247592302,0
 03/03  02:00:00,2.075,0.920312477,81.375,0.003604865,3.183333333,210,1.825473543,0,0.279967011,0
 03/03  03:00:00,2,0.702868507,79.125,0.00349087,3.891666667,210,2.275680448,0,0.300706281,0
 03/03  04:00:00,2.625,1.015273533,75.5,0.003477549,3.516666667,210,1.477274272,0,0.276218616,0
 03/03  05:00:00,3.375,1.654940413,74.625,0.003624581,3.683333333,210,1.423727436,0,0.264162271,0
 03/03  06:00:00,4.0375,2.661478675,80.625,0.004094202,4.1,210,1.792648786,0,0.27731836,0
 03/03  07:00:00,4.3625,3.62005786,89.625,0.004673359,4.391666667,215.8333333,2.437294801,0,0.303576134,0
 03/03  08:00:00,4.7125,4.206293282,93,0.004989143,4.891666667,220,2.435203232,0,0.303576134,0.718461539
 03/03  09:00:00,5.3375,4.810677203,93,0.00521355,5.1,220,1.102290694,0,0.245232649,0.067979833
 03/03  10:00:00,5.7875,5.353176185,94.25,0.005457005,5.45,220,1.014988373,0,0.221613782,0
 03/03  11:00:00,6.275,5.620525878,91.25,0.005481852,5.991666667,220,1.173251889,0,0.261386548,0
 03/03  12:00:00,6.75,6.080686829,91.5,0.005662813,6.491666667,225.8333333,1.095119607,0,0.242783758,0
 03/03  13:00:00,6.15,5.250393079,86.75,0.005210424,6.116666667,265,0.682955221,0,0.145962659,0
 03/03  14:00:00,6.7625,5.170967632,79.875,0.004944284,4.475,284.1666667,0.630445478,0,0.140348786,0
 03/03  15:00:00,8.525,5.897395629,68.625,0.00481566,4.475,280,0.586843941,0,0.132922695,0.053140306
 03/03  16:00:00,8.45,5.407845946,63,0.004403017,4.225,268.3333333,0.314272895,0,0.066443759,0.386368259
 03/03  17:00:00,7.5,5.039810558,69.25,0.004501579,3.016666667,289.1666667,0.53439649,0,0.118370845,0.11648268
 03/03  18:00:00,6.325,4.557431963,76.125,0.004590187,1.958333333,292.5,0.743034951,0,0.169352539,0
 03/03  19:00:00,4.55,3.37379759,82.375,0.004393258,1.208333333,239.1666667,0.725697481,0,0.140232862,0.018584609
 03/03  20:00:00,4.425,3.42855723,86.25,0.004532711,3.1,243.3333333,1.284448326,0,0.223330283,0.060396327
 03/03  21:00:00,4.175,3.366332312,87.625,0.004551045,4.308333333,27.5,1.672784161,0,0.289721703,0.289389904
 03/03  22:00:00,2.7375,2.147336049,89.875,0.004217979,4.1,40,1.519668407,0,0.26268943,0
 03/03  23:00:00,1.475,1.076178557,92.875,0.003971038,4.1,45.83333333,1.490330746,0,0.257619029,0
 03/03  24:00:00,1.225,0.857924824,94,0.003938587,2.583333333,26.66666667,2.376114311,0,0.301367113,0
 03/04  01:00:00,1.4875,1.112106182,94,0.004012886,1.5,27.5,1.735701399,0,0.273044364,0
 03/04  02:00:00,1.85,0.991213242,85.875,0.00378248,1.85,22.5,1.480288496,0,0.263141593,0
 03/04  03:00:00,2.125,0.65801297,76.625,0.003434374,2.975,10,1.463528979,0,0.273946065,0
 03/04  04:00:00,2.075,0.250081226,70.875,0.003165598,3.6,10,1.639543353,0,0.288009456,0
 03/04  05:00:00,1.75,-0.491943904,65.875,0.002876043,3.6,4.166666667,2.3403938,0,0.302733524,0
 03/04  06:00:00,1.2875,-0.980155142,64.625,0.0027186,3.891666667,0,1.504152543,0,0.292646889,0
 03/04  07:00:00,0.6625,-1.222398317,69.375,0.002779377,3.225,0,2.129967083,0,0.298181491,0
 03/04  08:00:00,0.5875,-1.212248586,70.75,0.00282406,2.891666667,354.1666667,2.52365631,0,0.303576134,2.015323702
 03/04  09:00:00,1.0125,-0.865258538,70.625,0.002899503,3.683333333,344.1666667,2.316247646,0,0.303576134,1.634732969
 03/04  10:00:00,1.6375,-0.379880663,69.75,0.002997071,4.1,345.8333333,1.400611009,0,0.276396044,1.061107521
 03/04  11:00:00,2.8375,0.0405704,58.375,0.002747973,5.325,350,0.804279076,0,0.175725715,1.356992206
 03/04  12:00:00,4.0875,0.360723632,47.625,0.002439372,5.908333333,344.1666667,0.44716373,0,0.100771977,1.856305402
 03/04  13:00:00,4.6875,0.111839431,38.125,0.002052643,5.7,345.8333333,0.657216969,0,0.159226057,2.549692408
 03/04  14:00:00,5.2375,-0.188660759,30.875,0.001715244,5.991666667,350,0.445627188,0,0.107986806,3.105943025
 03/04  15:00:00,4.875,-0.806063217,28.375,0.001537513,6.491666667,344.1666667,0.221999835,0,0.04761732,3.064587101
 03/04  16:00:00,4.375,-0.797136857,33.625,0.001732551,5.475,345.8333333,0.361295401,0,0.083886845,2.603506347
 03/04  17:00:00,3.925,-0.773792186,37.625,0.001899553,4.891666667,338.3333333,0.665029539,0,0.162192017,2.306974353
 03/04  18:00:00,3.2625,-0.803010871,44.25,0.002113097,4.808333333,330,0.845597427,0,0.205655399,1.921773759
 03/04  19:00:00,2.6875,-0.581461329,53.625,0.002463937,3.433333333,330,0.599756641,0,0.132439561,1.604159735
 03/04  20:00:00,1.875,-0.69360478,61.375,0.002670997,2.308333333,306.6666667,1.033968533,0,0.226754487,1.658033201
 03/04  21:00:00,0.8125,-1.246240645,66.5,0.002687622,1.75,284.1666667,1.271736384,0,0.27336772,1.808637463
 03/04  22:00:00,-1.1,-2.558396803,72.375,0.002525156,1.208333333,268.3333333,1.541292308,0,0.294893076,0
 03/04  23:00:00,-1.25,-2.897883272,70.625,0.002421915,1.641666667,277.5,1.303225765,0,0.273087471,0
 03/04  24:00:00,-0.675,-2.636807356,65.5,0.002359575,2.391666667,301.6666667,1.892821328,0,0.296105362,0
 03/05  01:00:00,-0.9125,-2.684662447,68.375,0.002403216,2.6,310,2.42734141,0,0.300892172,0
 03/05  02:00:00,-1.9125,-3.182832233,75.375,0.002445427,1.666666667,280.8333333,2.093136274,0,0.292786848,0
 03/05  03:00:00,-3.15,-4.131665054,79.25,0.002324239,1,219.1666667,2.487986975,0,0.292786848,0
 03/05  04:00:00,-4.0375,-4.756208336,84.375,0.002284936,0.708333333,201.6666667,2.854845658,0,0.292786848,0
 03/05  05:00:00,-4.425,-5.011556901,87,0.002284212,0.5,198.3333333,3.545248858,0,0.298181491,0
 03/05  06:00:00,-4.875,-5.378089625,88.25,0.002229396,0.5,207.5,3.991088508,0,0.302847354,0
 03/05  07:00:00,-4.1625,-4.815329367,87.125,0.002326813,0.791666667,202.5,2.974965658,0,0.292786848,0
 03/05  08:00:00,-2.725,-3.573662753,84.125,0.002538639,1,219.1666667,3.269074064,0,0.30177792,1.939406083
 03/05  09:00:00,-0.825,-2.225127241,76.125,0.002694613,1,216.6666667,2.711798067,0,0.303576134,1.63468099
 03/05  10:00:00,1.4375,-0.845464723,65.75,0.002765409,1.291666667,229.1666667,1.371294113,0,0.275771137,1.241491422
 03/05  11:00:00,3.4875,0.469696042,56.375,0.002746792,2.433333333,279.1666667,0.870938608,0,0.196580889,1.420852221
 03/05  12:00:00,4.575,0.964820707,49.875,0.002628375,3.391666667,300,0.591140954,0,0.135781482,1.758238628
 03/05  13:00:00,4.8625,0.975651647,46.75,0.002511536,3.6,305.8333333,0.378049526,0,0.085649176,2.1066491
 03/05  14:00:00,5.0875,0.861287224,42.875,0.002344629,5.116666667,310,0.734958516,0,0.171928922,2.391943228
 03/05  15:00:00,5.7,0.982568989,38.5,0.002192993,5.266666667,298.3333333,0.674080334,0,0.153335528,2.536290257
 03/05  16:00:00,5.5,1.06994137,41.375,0.002309299,4.891666667,290,0.488421167,0,0.105106459,2.234748437
 03/05  17:00:00,4.7625,0.969138507,47.75,0.002535596,4.808333333,290,0.791329144,0,0.182871096,1.794760703
 03/05  18:00:00,4.5,0.91741171,50,0.002615499,4.308333333,284.1666667,0.979053372,0,0.229726636,1.6686775
 03/05  19:00:00,4,1.074864745,58.125,0.002913914,2.933333333,250.8333333,1.037576079,0,0.22860061,1.374291275
 03/05  20:00:00,4.1375,1.494600425,62.375,0.003179486,3.558333333,241.6666667,0.81974946,0,0.167441916,1.436228376
 03/05  21:00:00,4.5875,2.220871647,67,0.003511522,4.6,255.8333333,1.127630739,0,0.22414734,1.34445725
 03/05  22:00:00,4.95,2.918888588,71.875,0.003876968,4.6,271.6666667,1.198906988,0,0.242242668,0
 03/05  23:00:00,5.4125,3.606317028,75.5,0.004205142,5.533333333,280,0.815559438,0,0.180682747,0
 03/05  24:00:00,5.85,4.579031763,83.25,0.004772584,5.908333333,285.8333333,0.738909537,0,0.158598854,0
 03/06  01:00:00,6.1875,4.775690096,80.75,0.004786133,5.35,290,0.860861687,0,0.187636124,0
 03/06  02:00:00,6.4875,4.784399121,77.625,0.004670702,4.808333333,290,0.949648743,0,0.210087488,0
 03/06  03:00:00,6.6625,4.987907041,78,0.004755926,5.241666667,290,0.757433195,0,0.161106277,0
 03/06  04:00:00,6.825,4.998683742,76.125,0.004696787,5.058333333,284.1666667,0.755452068,0,0.160406889,0
 03/06  05:00:00,6.7125,4.998543606,77.5,0.004731724,4.6,280,0.750634483,0,0.159548818,0
 03/06  06:00:00,6.475,4.99262044,80.25,0.004822289,4.308333333,274.1666667,0.986310701,0,0.219103165,0
 03/06  07:00:00,6.0875,4.746939746,81.625,0.004779969,4.391666667,270,0.954810021,0,0.213001962,0
 03/06  08:00:00,6.2125,4.635237108,78.875,0.004658686,4.891666667,270,0.716377828,0,0.154949827,0.38996556
 03/06  09:00:00,6.8375,4.913132556,75.125,0.004625321,5.45,270,0.850249577,0,0.191299639,0.279822856
 03/06  10:00:00,7.2875,5.245073414,74,0.004697419,5.991666667,275.8333333,0.840303678,0,0.188206857,0.006223993
 03/06  11:00:00,8.0875,5.950466889,74,0.004955685,5.908333333,262.5,0.811616691,0,0.17882523,0
 03/06  12:00:00,8.75,6.436376142,72.125,0.005072682,6.575,255.8333333,0.576978801,0,0.120330782,0
 03/06  13:00:00,8.9625,6.634630249,72.25,0.005148552,7.491666667,260,0.891611474,0,0.195289395,0
 03/06  14:00:00,8.625,6.81800344,78,0.005429633,6.825,254.1666667,0.776225293,0,0.167918842,0
 03/06  15:00:00,8.9,6.855026502,75.375,0.005375749,7.366666667,255.8333333,0.608749268,0,0.126684923,0
 03/06  16:00:00,9.1375,6.836190255,72.625,0.005253953,7.325,254.1666667,0.852689756,0,0.185148827,0
 03/06  17:00:00,8.975,6.878599972,74.875,0.005353042,7.283333333,261.6666667,0.756002117,0,0.163188336,0
 03/06  18:00:00,8.8375,6.855570481,76,0.005388991,7.991666667,275.8333333,0.596324566,0,0.124173239,0
 03/06  19:00:00,8.425,6.395113314,74.75,0.005163301,6.741666667,285.8333333,0.862945895,0,0.19047618,0
 03/06  20:00:00,7.7625,5.9095687,76.5,0.005031641,5.7,290,0.846433227,0,0.188441361,0
 03/06  21:00:00,7.5625,5.544279947,74.25,0.004832058,5.991666667,290,0.611675814,0,0.130472804,0.089283912
 03/06  22:00:00,6.975,5.397912587,79.5,0.00493215,4.975,301.6666667,0.789767706,0,0.174593724,0
 03/06  23:00:00,6.475,4.883020523,78.375,0.004739982,5.908333333,304.1666667,0.912250297,0,0.202901165,0
 03/06  24:00:00,6.275,4.181529725,71.875,0.004275868,7.783333333,300,0.813641952,0,0.173772699,0
 03/07  01:00:00,6.45,3.97092129,67.5,0.004053406,8.491666667,300,0.882385636,0,0.188102437,0
 03/07  02:00:00,6.35,3.826575663,66.625,0.003967769,8.408333333,311.6666667,1.109310321,0,0.24383686,0
 03/07  03:00:00,6.075,3.650813481,67.625,0.003947549,8.2,325.8333333,1.046645636,0,0.228019095,0
 03/07  04:00:00,5.8125,3.584813231,69.875,0.003999736,7.616666667,324.1666667,0.94455203,0,0.202785051,0
 03/07  05:00:00,5.5125,3.451182318,71.625,0.004018997,6.616666667,320,0.914470404,0,0.197010368,0
 03/07  06:00:00,5.3375,3.315253774,72,0.003988754,5.908333333,325.8333333,1.040883234,0,0.230185369,0
 03/07  07:00:00,4.925,3.127152691,74.5,0.004002815,4.475,324.1666667,1.464693453,0,0.285893741,0
 03/07  08:00:00,5.2,3.279119624,73.5,0.004023383,3.891666667,320,1.169805927,0,0.244603218,1.148877902
 03/07  09:00:00,6,3.484726774,66.375,0.003847586,4.683333333,331.6666667,0.719199572,0,0.154156515,1.164561286
 03/07  10:00:00,6.675,3.517571421,59.25,0.003593108,5.45,340,0.956021314,0,0.214058388,1.164495575
 03/07  11:00:00,7.15,3.53857058,54.5,0.003410196,5.7,334.1666667,0.871551151,0,0.195091898,1.381118761
 03/07  12:00:00,7.8625,3.986372587,53,0.003466127,5.7,324.1666667,0.727345695,0,0.161628011,1.454076446
 03/07  13:00:00,8.575,4.704366384,54.25,0.003723084,5.7,320,0.446454689,0,0.093656179,1.355263705
 03/07  14:00:00,8.55,4.688687131,53.75,0.003703969,5.991666667,320,0.6736857,0,0.149473607,1.455492374
 03/07  15:00:00,8.525,4.571754299,53,0.003633509,6.2,320,0.659652247,0,0.146296019,1.448915645
 03/07  16:00:00,8.4125,4.597576035,54.25,0.00369062,5.266666667,320,0.442033453,0,0.092835765,1.288289369
 03/07  17:00:00,7.925,4.267161359,55,0.003626272,4.891666667,320,0.628766811,0,0.137521182,1.248698122
 03/07  18:00:00,7.325,4.528916635,65,0.004069324,4.225,320,0.781740861,0,0.175765079,0.551129992
 03/07  19:00:00,6.7875,4.354310914,67.875,0.004151815,3.016666667,320,0.65019758,0,0.145155624,0.510142986
 03/07  20:00:00,6.2875,3.922007092,68.5,0.004021984,1.958333333,314.1666667,0.520448428,0,0.113028715,0.791931238
 03/07  21:00:00,6.0375,4.077916134,73.75,0.004248997,1.85,310,0.792773827,0,0.180564322,0.679561518
 03/07  22:00:00,5.75,4.273851942,79.75,0.004510611,2.1,310,0.797952135,0,0.181639801,0
 03/07  23:00:00,4.6625,3.636551877,84.5,0.00444781,2.1,298.3333333,0.837456215,0,0.153447735,0
 03/07  24:00:00,3.6625,2.880119763,87.875,0.004301245,1.75,284.1666667,1.249557769,0,0.213666439,0
 03/08  01:00:00,3.8375,2.959104594,87.125,0.004312105,1.85,297.5,1.725478578,0,0.297013667,0
 03/08  02:00:00,4.225,3.227340911,85.375,0.004344859,2.1,315.8333333,1.239822516,0,0.213038371,0
 03/08  03:00:00,4.175,3.246829141,86.25,0.004372904,2.1,314.1666667,1.290073706,0,0.220470589,0
 03/08  04:00:00,4.1625,3.240029305,86.375,0.004377999,1.458333333,298.3333333,1.297561058,0,0.221497377,0
 03/08  05:00:00,3.95,3.145895921,87.875,0.00438593,1,266.6666667,1.598732166,0,0.256221793,0
 03/08  06:00:00,3.55,2.997431199,91.5,0.004438471,1,255.8333333,1.817409335,0,0.289584041,0
 03/08  07:00:00,3.3375,2.887331114,93,0.004448616,1,248.3333333,1.34803954,0,0.225583961,0
 03/08  08:00:00,3.675,3.189860508,93,0.00454488,1,240,1.91220583,0,0.303576134,0
 03/08  09:00:00,4.9625,4.077121024,88,0.004707004,1.641666667,275,1.424239,0,0.266856653,0
 03/08  10:00:00,6.1,4.79486425,82.5,0.004781526,2.391666667,323.3333333,0.911127665,0,0.205877887,0
 03/08  11:00:00,6.9,5.289656506,79.125,0.00484446,1.666666667,322.5,0.642291243,0,0.14299133,0
 03/08  12:00:00,7.7,5.750664167,75.5,0.00488588,0.708333333,269.1666667,0.436898378,0,0.09454807,0
 03/08  13:00:00,8.4375,6.101896975,71.5,0.004866995,0.791666667,280.8333333,0.59754116,0,0.135770905,0
 03/08  14:00:00,8.7625,6.429346513,71.875,0.004991387,1.291666667,327.5,0.439508002,0,0.098842261,0
 03/08  15:00:00,8.8625,6.427175953,70.5,0.004948785,1.5,340,0.260926758,0,0.055354106,0
 03/08  16:00:00,8.9625,6.475076275,70.25,0.004947307,1.85,322.5,0.53411712,0,0.120268981,0
 03/08  17:00:00,8.6875,6.46848145,72.875,0.005043782,1.458333333,315.8333333,0.517581746,0,0.116338647,0
 03/08  18:00:00,8,6.24024697,77.75,0.005132367,0.708333333,308.3333333,0.319195994,0,0.067631166,0
 03/08  19:00:00,7.2625,5.931530334,82.5,0.00518437,0.791666667,288.3333333,0.649138555,0,0.148017464,0
 03/08  20:00:00,6.8125,5.662999947,84.625,0.005158571,1,239.1666667,0.663566639,0,0.151738003,0
 03/08  21:00:00,6.45,5.484253607,86.875,0.005158637,1,204.1666667,0.420658483,0,0.091234242,0
 03/08  22:00:00,6.4875,5.67431946,89.25,0.005305016,1,211.6666667,0.605687514,0,0.135410926,0
 03/08  23:00:00,6.35,5.674530796,90.625,0.005349299,1,225.8333333,0.771546802,0,0.175098521,0
 03/08  24:00:00,5.8875,5.301330251,91.625,0.005238867,1.291666667,230,0.545417623,0,0.116971401,0
 03/09  01:00:00,5.575,5.13928275,93.875,0.005243151,1.208333333,241.6666667,0.636973847,0,0.137062069,0
 03/09  02:00:00,5.75,5.376625325,95,0.005370027,0.708333333,255.8333333,0.784306928,0,0.172090643,0
